"name","website url","symbol text","symbol img url","status","USD raised","time","sale price","current price","return","whitepaper url"
"Jibrel Network","https://jibrel.network/#/","JNT","https://www.tokendata.io/assets/logos/jibrel%20network.png","Completed","$30,000,000.00","11/27/2017 - 01/26/2018","$0.250","$0.117","0.47x","https://github.com/Yazan24/jibrelweb/raw/gh-pages/whitepaper.pdf"
"Streamr","https://www.streamr.com/","DATA","https://www.tokendata.io/assets/logos/streamr.png","Completed","$30,000,000.00","09/14/2017 - 10/13/2017","$0.046","$0.037","0.81x","https://s3.amazonaws.com/streamr-public/streamr-datacoin-whitepaper-2017-07-25-v1_0.pdf"
"Play2Live","https://play2live.io/en/","","https://www.tokendata.io/assets/logos/play2live.png","Completed","$30,000,000.00","02/21/2018 - 03/14/2018","","","","https://play2live.io/storage/b/2/Whitepaper_eng.pdf"
"Rightmesh","https://www.rightmesh.io/","","https://www.tokendata.io/assets/logos/rightmesh.png","Completed","$30,000,000.00","05/30/2018 - 05/31/2018","","","","https://www.rightmesh.io/whitepaper/"
"Restart Energy","https://restartenergy.io/","MWAT","https://www.tokendata.io/assets/logos/restart%20energy.png","Completed","$30,000,000.00","01/15/2018 - 01/23/2018","$0.075","$0.016","0.22x","https://restartenergy.io/Restart_Energy_Whitepaper.pdf"
"Shipchain","https://shipchain.io/","SHIP","https://www.tokendata.io/assets/logos/shipchain.png","Completed","$30,000,000.00","01/08/2018 - 01/08/2018","$0.288","$0.009","0.03x","http://shipchain.io/whitepaper.html"
"Havven","https://havven.io/","HAV","https://www.tokendata.io/assets/logos/havven.png","Completed","$30,000,000.00","02/28/2018 - 02/28/2018","$0.670","$0.132","0.20x","https://havven.io/white-paper"
"Electrify","https://electrify.asia/","","https://www.tokendata.io/assets/logos/electrify.png","Completed","$30,000,000.00","02/23/2018 - 03/01/2018","$0.080","$0.009","0.11x","https://electrify.asia/technical-whitepaper/"
"Blockchain Terminal","https://www.bct.io/","","https://www.tokendata.io/assets/logos/blockchain%20terminal.png","Completed","$30,000,000.00","04/15/2018 - 04/30/2018","","","","https://www.bct.io/bct-whitepaper.pdf"
"DAOstack","https://daostack.io/","","https://www.tokendata.io/assets/logos/daostack.png","Completed","$30,000,000.00","05/07/2018 - 05/07/2018","$0.750","$0.102","0.14x","https://daostack.io/wp/DAOstack-White-Paper-en.pdf"
"Bezant","https://bezant.io/","","https://www.tokendata.io/assets/logos/bezant.png","Completed","$30,000,000.00","02/24/2018 - 05/04/2018","","","","https://cdn.bezant.io/bezant/Bezant_WP.pdf"
"Alchemint","http://alchemint.io/","","https://www.tokendata.io/assets/logos/alchemint.png","Completed","$30,000,000.00","06/10/2018 - 06/17/2018","","","","http://alchemint.io/pdf/Alchemint_WhitePaper_EN_v0.9.2.pdf"
"DigitalTicks","https://www.digitalticks.com/","","https://www.tokendata.io/assets/logos/digitalticks.png","Completed","$30,000,000.00","04/15/2018 - 06/15/2018","","","",""
"Origo Network","https://origo.network/","","https://www.tokendata.io/assets/logos/origo%20network.png","Completed","$30,000,000.00","07/23/2018 - 07/23/2018","","","","https://origo.network/whitepaper"
"Sparkster","https://sparkster.me/","","https://www.tokendata.io/assets/logos/sparkster.png","Completed","$30,000,000.00","07/07/2018 - 07/09/2018","","","","https://sparkster.me/#Whitepaper"
"Grapevine","https://grapevineworldtoken.io/","","https://www.tokendata.io/assets/logos/grapevine.png","Completed","$30,000,000.00","07/06/2018 - 08/15/2018","","","","https://grapevineworldtoken.io/docs/whitepaper.pdf"
"Rentberry","https://ico.rentberry.com/","BERRY","https://www.tokendata.io/assets/logos/rentberry.png","Completed","$29,831,979.00","12/05/2017 - 02/28/2018","$0.099","$0.006","0.06x","https://rentberry.cryptonomos.com/downloads/Rentberry_Whitepaper_V1_en.pdf"
"Dadi","https://dadi.cloud/en","DADI","https://www.tokendata.io/assets/logos/dadi.png","Completed","$29,000,000.00","01/22/2018 - 01/29/2018","$0.580","$0.081","0.14x","http://dadi.link/id"
"Usechain","https://www.usechain.net/","","https://www.tokendata.io/assets/logos/usechain.png","Completed","$29,000,000.00","08/08/2018 - 08/08/2018","","","","http://www.usechain.net/usechain_en.pdf"
"Universa","https://universa.io/","UTNP","https://www.tokendata.io/assets/logos/universa.png","Completed","$28,800,060.00","10/28/2017 - 12/08/2017","$0.009","$0.005","0.52x","https://universa.io/files/whitepaper.pdf"
"Faceter","https://tokensale.faceter.io/","","https://www.tokendata.io/assets/logos/faceter.png","Completed","$28,610,352.00","02/15/2018 - 03/30/2018","","","","https://tokensale.faceter.io/Faceter_Whitepaper_en.pdf"
"Merculet","https://merculet.io/","MVP","https://www.tokendata.io/assets/logos/merculet.png","Completed","$28,282,320.00","05/04/2018 - 05/04/2018","$0.009","$0.001","0.11x","https://merculet.io/static/pdf/Merculet_Whitepaper_V0331a-EN.pdf"
"Origin Protocol","https://www.originprotocol.com/","","https://www.tokendata.io/assets/logos/origin%20protocol.png","Completed","$28,000,000.00","04/18/2018 - 04/18/2018","","","","https://www.originprotocol.com/static/docs/whitepaper_v3.pdf"
"Nervos Network","http://www.nervos.org/","","https://www.tokendata.io/assets/logos/nervos%20network.png","Completed","$28,000,000.00","07/18/2018 - 07/18/2018","","","","https://github.com/NervosFoundation/binary/blob/master/whitepaper/nervos-ckb.pdf"
"Sentinel Protocol","https://sentinelprotocol.io/","UPP","https://www.tokendata.io/assets/logos/sentinel%20protocol.png","Completed","$27,488,160.00","05/27/2018 - 05/27/2018","$0.092","$0.028","0.30x","https://sentinelprotocol.io/whitepaper/"
"GBX","https://gbx.gi/","","https://www.tokendata.io/assets/logos/gbx.png","Completed","$27,000,000.00","02/07/2018 - 02/07/2018","","","","https://gbx.gi/token-sales/GBX-Whitepaper.pdf"
"Monaco","https://mona.co/","MCO","https://www.tokendata.io/assets/logos/monaco.png","Completed","$26,954,906.00","05/18/2017 - 06/18/2017","$2.844","$4.410","1.55x","https://mona.co/monaco-whitepaper.pdf"
"Paypie","https://www.paypie.com/","PPP","https://www.tokendata.io/assets/logos/paypie.png","Completed","$26,765,100.00","10/08/2017 - 10/09/2017","$0.324","$0.123","0.38x","https://www.paypie.com/Content/files/PayPie-Whitepaper.pdf"
"Libra Credit","https://www.libracredit.io/","LBA","https://www.tokendata.io/assets/logos/libra%20credit.png","Completed","$26,400,000.00","05/01/2018 - 05/01/2018","$0.066","$0.044","0.67x","https://www.libracredit.io/page/Libra%20Credit%20Whitepaper.pdf"
"Everex","https://www.everex.io/","EVX","https://www.tokendata.io/assets/logos/everex.png","Completed","$26,383,026.00","07/24/2017 - 08/31/2017","$1.599","$0.542","0.34x","https://daks2k3a4ib2z.cloudfront.net/59157962bdb4300afa8771a9/5963c09d077a520b5a965208_20170710_EVX_WP.pdf"
"Power Ledger","https://tge.powerledger.io/","POWR","https://www.tokendata.io/assets/logos/power%20ledger.png","Completed","$26,356,589.00","09/08/2017 - 10/06/2017","$0.110","$0.178","1.62x","https://powerledger.io/wp-content/uploads/2017/07/Power-Ledger-Whitepaper-3.pdf"
"Funfair","https://funfair.io/","FUN","https://www.tokendata.io/assets/logos/funfair.png","Completed","$26,000,000.00","06/22/2017 - 06/22/2017","$0.007","$0.014","2.01x","https://funfair.io/wp-content/uploads/2017/06/FunFair-Technical-White-Paper.pdf"
"Thrive","https://ico.thrivelabs.io/","THRT","https://www.tokendata.io/assets/logos/thrive.png","Completed","$26,000,000.00","02/15/2018 - 04/04/2018","$0.241","$0.009","0.04x","https://ico.thrivelabs.io/documents/thrive_whitepaper.pdf"
"Polyswarm","https://polyswarm.io/","","https://www.tokendata.io/assets/logos/polyswarm.png","Completed","$25,940,000.00","02/20/2018 - 03/22/2018","","","","https://polyswarm.io/polyswarm-whitepaper.pdf"
"PCHAIN","https://pchain.org/","PAI","https://www.tokendata.io/assets/logos/pchain.png","Completed","$25,802,000.00","05/28/2018 - 05/28/2018","$0.035","$0.020","0.57x","https://pchain.org/#whitepaper"
"Mainframe","https://mainframe.com/","","https://www.tokendata.io/assets/logos/mainframe.png","Completed","$25,656,000.00","02/28/2018 - 02/28/2018","$0.005","$0.008","1.50x","https://mainframe.docsend.com/view/j39qpui"
"Bitclave","https://www.bitclave.com/","CAT","https://www.tokendata.io/assets/logos/bitclave.png","Completed","$25,547,000.00","11/29/2017 - 11/29/2017","$0.085","$0.003","0.03x","https://www.bitclave.com/whitepaper"
"Essentia","https://essentia.one/","ESS","https://www.tokendata.io/assets/logos/essentia.png","Completed","$25,500,000.00","04/15/2018 - 06/29/2018","$0.036","$0.004","0.10x","https://essentia.one/whitepaper_draft.pdf"
"Eidoo","https://eidoo.io/","EDO","https://www.tokendata.io/assets/logos/eidoo.png","Completed","$25,196,048.00","10/04/2017 - 10/31/2017","$2.353","$1.169","0.50x","https://eidoo.io/docs/EIDOO_Ethereum_Funding_Informative_Prospect_v_0_2_Draft_EN.pdf"
"Tierion","https://tierion.com/","TNT","https://www.tokendata.io/assets/logos/tierion.png","Completed","$25,040,172.00","07/27/2017 - 07/28/2017","$0.072","$0.031","0.44x","https://tokensale.tierion.com/TierionTokenSaleWhitePaper.pdf"
"Aragon","https://aragon.one/","ANT","https://www.tokendata.io/assets/logos/aragon.png","Completed","$25,000,000.00","05/17/2017 - 05/17/2017","$0.744","$0.712","0.96x","https://github.com/AragonOne/whitepaper/raw/master/Aragon%20Whitepaper.pdf"
"Omise GO","https://omg.omise.co/","OMG","https://www.tokendata.io/assets/logos/omise%20go.png","Completed","$25,000,000.00","06/24/2017 - 06/25/2017","$0.326","$3.323","10.19x","https://cdn.omise.co/omg/whitepaper.pdf"
"Decentraland","https://decentraland.org/","MANA","https://www.tokendata.io/assets/logos/decentraland.png","Completed","$25,000,000.00","08/17/2017 - 08/17/2017","$0.030","$0.072","2.41x","https://decentraland.org/whitepaper.pdf"
"Storiqa","https://ico.storiqa.com/","STQ","https://www.tokendata.io/assets/logos/storiqa.png","Completed","$25,000,000.00","11/28/2017 - 01/29/2018","$0.005","$0.002","0.47x","https://ico.storiqa.com/media/ICO-white-paper-en.08f67b7e.pdf"
"Props","https://propsproject.com/","","https://www.tokendata.io/assets/logos/props.png","Completed","$25,000,000.00","12/11/2017 - 12/22/2017","","","",""
"Telcoin","http://www.telco.in/","TEL","https://www.tokendata.io/assets/logos/telcoin.png","Completed","$25,000,000.00","12/11/2017 - 12/30/2017","$0.001","$0.001","0.84x","http://www.telco.in/docs/whitepaper.pdf"
"APEX Network","https://apex.chinapex.com/","","https://www.tokendata.io/assets/logos/apex%20network.png","Completed","$25,000,000.00","01/29/2018 - 01/29/2018","","","","http://cdn.chinapex.com.cn/med/videos/to/APEX_Whitepaper_EN_1220.pdf"
"Apex","https://apex.chinapex.com/","CPX","https://www.tokendata.io/assets/logos/apex.png","Completed","$25,000,000.00","01/29/2018 - 01/29/2018","$0.074","$0.028","0.37x","http://cdn.chinapex.com.cn/med/videos/to/APEX_Whitepaper_EN_1220.pdf"
"World WiFi","https://en.worldwifi.io/","","https://www.tokendata.io/assets/logos/world%20wifi.png","Completed","$25,000,000.00","03/18/2018 - 05/18/2018","","","","https://en.worldwifi.io/en/files/whitepaper_en.pdf"
"Atonomi","https://atonomi.io/","ATMI","https://www.tokendata.io/assets/logos/atonomi.png","Completed","$25,000,000.00","06/06/2018 - 06/06/2018","$0.050","$0.007","0.14x","https://atonomi.io/wp-content/uploads/2018/02/Atonomi-Network-White-Paper-v0.9.1.3s.pdf"
"Aeternity - Phase 2","http://www.aeternity.com/","AE","https://www.tokendata.io/assets/logos/aeternity%20-%20phase%202.png","Completed","$24,990,653.00","05/29/2017 - 06/09/2017","$0.284","$1.318","4.65x","http://blockchain.aeternity.com/%C3%A6ternity-blockchain-whitepaper.pdf"
"Flogmall","https://flogmall.com/","","https://www.tokendata.io/assets/logos/flogmall.png","Completed","$24,318,721.00","04/26/2018 - 07/21/2018","","","","https://flogmall.com/wp/"
"BitDegree","https://www.bitdegree.org/","BDG","https://www.tokendata.io/assets/logos/bitdegree.png","Completed","$24,114,880.00","12/01/2017 - 12/29/2017","$0.072","$0.005","0.08x","https://www.bitdegree.org/white-paper.pdf"
"0X","https://www.0xproject.com/","ZRX","https://www.tokendata.io/assets/logos/0x.png","Completed","$24,000,000.00","08/09/2017 - 08/16/2017","$0.048","$0.880","18.33x","https://www.0xproject.com/pdfs/0x_white_paper.pdf"
"Medicalchain","https://medicalchain.com/en/","MTN","https://www.tokendata.io/assets/logos/medicalchain.png","Completed","$24,000,000.00","02/01/2018 - 02/01/2018","$0.137","$0.022","0.16x","https://medicalchain.com/en/whitepaper/"
"Edenchain","https://edenchain.io/","","https://www.tokendata.io/assets/logos/edenchain.png","Completed","$24,000,000.00","05/24/2018 - 05/25/2018","","","","https://edenchain.io/wp-content/uploads/2018/05/EdenChain-Whitepaper_v1.2.pdf"
"USERVICE","https://usrv.io/","","https://www.tokendata.io/assets/logos/uservice.png","Completed","$23,829,663.00","12/18/2017 - 02/01/2018","","","","https://usrv.io/en-US/uservice.pdf"
"TokenPay","https://www.tokenpay.com/","TPAY","https://www.tokendata.io/assets/logos/tokenpay.png","Completed","$23,762,158.00","12/14/2017 - 01/17/2018","$1.668","$1.242","0.74x","https://www.tokenpay.com/whitepaper.pdf"
"SophiaTX","https://www.sophiatx.com/","SPHTX","https://www.tokendata.io/assets/logos/sophiatx.png","Completed","$23,470,357.00","12/07/2017 - 12/17/2017","$0.478","$0.071","0.15x","https://www.sophiatx.com/_data/_custom/SophiaTX_Whitepaper_v1.2.pdf"
"IUNGO","https://iungo.network/","ING","https://www.tokendata.io/assets/logos/iungo.png","Completed","$23,000,000.00","10/19/2017 - 01/31/2018","$0.575","$0.013","0.02x","https://iungo.network/docs/iungo-network-whitepaper.pdf"
"Enjin Coin","https://enjincoin.io/","ENJ","https://www.tokendata.io/assets/logos/enjin%20coin.png","Completed","$22,953,541.00","08/21/2017 - 10/31/2017","$0.031","$0.050","1.60x","https://enjincoin.io/enjincoin_whitepaper.pdf"
"Blue Whale","https://www.bluewhale.foundation/","","https://www.tokendata.io/assets/logos/blue%20whale.png","Completed","$22,388,060.00","05/24/2018 - 05/24/2018","","","","https://www.bluewhale.foundation/assets/Bluewhale_White_Paper_ENG_V.pdf"
"Credits","https://credits.com/","CS","https://www.tokendata.io/assets/logos/credits.png","Completed","$22,103,354.00","02/01/2018 - 02/18/2018","$0.158","$0.150","0.95x","https://credits.com/Content/Docs/TechnicalWhitePaperCREDITSEng.pdf"
"Colu Local Network","https://cln.colu.com/","CLN","https://www.tokendata.io/assets/logos/colu%20local%20network.png","Completed","$22,000,000.00","02/14/2018 - 02/18/2018","","","","https://cln.colu.com/pdf/colu_whitepaper.pdf"
"Zilliqa","https://www.zilliqa.com/","ZIL","https://www.tokendata.io/assets/logos/zilliqa.png","Completed","$22,000,000.00","12/27/2017 - 01/03/2018","$0.003","$0.034","9.83x","https://docs.zilliqa.com/whitepaper.pdf"
"Pillar","https://pillarproject.io/","PLR","https://www.tokendata.io/assets/logos/pillar.png","Completed","$21,986,902.00","07/15/2017 - 07/17/2017","$0.097","$0.108","1.12x","https://pillarproject.io/summary/"
"Egretia","http://egretia.io/","EGT","https://www.tokendata.io/assets/logos/egretia.png","Completed","$21,876,180.00","05/23/2018 - 05/26/2018","$0.007","$0.001","0.19x","http://egretia.io/static/Egretia_White_Paper_EN_V1.2.pdf"
"Selfkey","https://selfkey.org/","KEY","https://www.tokendata.io/assets/logos/selfkey.png","Completed","$21,780,000.00","01/13/2018 - 01/13/2018","$0.011","$0.006","0.55x","https://selfkey.org/whitepaper/"
"Multiversum","https://www.multiversum.io/","","https://www.tokendata.io/assets/logos/multiversum.png","Completed","$21,700,000.00","05/01/2018 - 06/25/2018","","","","https://www.multiversum.io/index.php#white-paper"
"KickICO","https://www.kickico.com/","KICK","https://www.tokendata.io/assets/logos/kickico.png","Completed","$21,579,621.00","08/29/2017 - 09/16/2017","$0.047","$0.022","0.47x","https://www.kickico.com/whitepaper"
"Fortuna","https://www.fota.top/","FOTA","https://www.tokendata.io/assets/logos/fortuna.png","Completed","$21,500,000.00","01/21/2018 - 01/21/2018","$0.054","$0.017","0.31x","https://fortuna-public.s3.amazonaws.com/Fortuna%20Whitepaper%20EN.pdf"
"DxChain","https://www.dxchain.com/","","https://www.tokendata.io/assets/logos/dxchain.png","Completed","$21,500,000.00","08/01/2018 - 08/01/2018","","","","https://docsend.com/view/8w3fman"
"BlockV","https://blockv.io/","VEE","https://www.tokendata.io/assets/logos/blockv.png","Completed","$21,478,865.00","10/19/2017 - 10/24/2017","$0.006","$0.009","1.59x","https://blockv.io/documents/whitepaper.pdf"
"Finshi Capital","http://finshi.capital/","","https://www.tokendata.io/assets/logos/finshi%20capital.png","Completed","$21,420,275.00","09/06/2017 - 10/06/2017","","","","http://finshi.capital/#faq"
"UTRUST","https://utrust.io/","UTK","https://www.tokendata.io/assets/logos/utrust.png","Completed","$21,375,000.00","11/02/2017 - 11/20/2017","$0.050","$0.035","0.69x","https://s3-eu-west-1.amazonaws.com/utrust/UTRUST-whitepaper-v1.0.1.pdf"
"Thor","https://www.thortoken.com/","","https://www.tokendata.io/assets/logos/thor.png","Completed","$21,000,000.00","03/12/2018 - 04/10/2018","","","","https://indd.adobe.com/view/d7c8c663-91e6-45e0-8342-517f36e7b515"
"NEX","https://neonexchange.org/","","https://www.tokendata.io/assets/logos/nex.png","Completed","$21,000,000.00","09/03/2018 - 09/14/2018","","","","https://neonexchange.org/pdfs/whitepaper_v1.1.pdf"
"LaLa World","https://lalaworld.io/","LALA","https://www.tokendata.io/assets/logos/lala%20world.png","Completed","$20,946,300.00","01/05/2018 - 01/13/2018","$0.140","$0.005","0.04x","https://lalaworld.io/whitepaper.pdf"
"Simple Token","https://simpletoken.org/","OST","https://www.tokendata.io/assets/logos/simple%20token.png","Completed","$20,937,267.00","11/14/2017 - 11/30/2017","$0.080","$0.050","0.62x","https://drive.google.com/file/d/0B4f0lcszU8fnRmZKNWhUc1FoaUU/view"
